transaction_id,items,date
5299,"salt, chicken, sugar",2025-01-03
5300,"cereal, milk, eggs, butter, orange",2025-01-16
5301,"pasta, milk, yogurt, salt, orange",2025-11-23
5302,"beef, rice",2025-12-27
5303,"tomato, apple, butter",2024-07-27
5304,"onion, salt, eggs, orange",2024-04-07
5305,"rice, eggs, butter",2024-04-22
5306,"pasta, yogurt, chicken",2024-03-17
5307,"milk, rice",2024-12-27
5308,"yogurt, sugar",2024-01-31
5309,"potato, bread, banana, yogurt",2024-09-09
5310,"oil, bread",2025-06-16
5311,"cheese, oil, cereal, salt",2025-07-11
5312,"tomato, milk, oil, bread",2024-03-03
5313,"pasta, chicken",2025-10-20
5314,"chicken, beef, cheese, orange, onion",2025-06-22
5315,"yogurt, butter",2025-07-15
5316,"butter, cheese, pasta, tomato, yogurt",2025-02-16
5317,"salt, tomato",2025-06-26
5318,"milk, salt",2024-05-12
5319,"milk, bread, cereal, apple",2024-04-03
5320,"milk, eggs, cereal, sugar, apple",2025-06-23
5321,"rice, bread, salt",2025-05-29
5322,"milk, salt, oil",2024-05-29
5323,"yogurt, tomato",2024-12-18
5324,"pasta, yogurt, tomato, rice, onion, sugar",2025-01-23
5325,"apple, pasta",2024-04-27
5326,"orange, rice, salt, yogurt",2025-10-13
5327,"beef, cheese, butter",2025-06-29
5328,"apple, bread, eggs, onion, beef, milk",2024-04-05
5329,"salt, yogurt, cereal, eggs",2025-11-20
5330,"sugar, onion, salt, potato, pasta, oil",2024-01-28
5331,"pasta, chicken, butter",2025-01-24
5332,"eggs, orange, bread, potato, beef, onion",2024-06-18
5333,"sugar, onion, pasta",2024-09-22
5334,"orange, oil",2024-02-12
5335,"bread, cereal",2025-01-23
5336,"eggs, beef, oil, banana, yogurt, potato",2024-03-17
5337,"bread, tomato, cereal",2025-12-13
5338,"tomato, bread, butter",2024-08-27
5339,"oil, butter",2025-12-31
5340,"orange, cheese, bread, milk",2024-06-01
5341,"orange, beef, salt, milk",2024-02-18
5342,"potato, oil, yogurt, beef, chicken",2025-08-31
5343,"apple, sugar, pasta",2024-12-24
5344,"milk, orange, banana, potato",2024-08-24
5345,"eggs, onion, cheese, butter",2025-10-25
5346,"tomato, yogurt, onion, pasta, apple, sugar",2025-09-09
5347,"tomato, potato, pasta, cheese, apple, banana",2025-07-27
5348,"tomato, sugar, beef, eggs",2024-03-04
5349,"oil, potato, apple",2025-10-16
5350,"oil, milk, salt, butter, cereal",2025-05-06
5351,"rice, chicken",2025-12-08
5352,"orange, eggs, salt, cheese",2025-12-17
5353,"milk, banana, tomato, yogurt, chicken",2025-06-13
5354,"apple, bread, rice",2024-04-18
5355,"pasta, apple, cereal, rice, salt, orange",2024-04-01
5356,"rice, cereal, milk, bread, pasta",2025-12-15
5357,"yogurt, sugar, bread, tomato",2024-12-02
5358,"yogurt, eggs, apple, oil, onion, potato",2024-10-15
5359,"orange, yogurt, salt",2024-03-30
5360,"milk, tomato",2025-08-18
5361,"beef, yogurt, eggs, orange",2024-02-14
5362,"chicken, milk, salt, butter, rice",2024-11-03
5363,"milk, yogurt, potato, orange",2024-12-10
5364,"apple, chicken, eggs",2025-07-21
5365,"potato, beef, salt",2025-02-16
5366,"cereal, cheese",2024-05-03
5367,"salt, milk, cheese",2025-10-19
5368,"onion, cheese, banana, butter, beef, rice",2024-03-26
5369,"cheese, rice",2025-04-17
5370,"pasta, milk, tomato, banana",2025-08-28
5371,"tomato, sugar, bread",2024-06-30
5372,"pasta, oil, banana, sugar",2024-04-09
5373,"milk, butter, potato, cheese, oil, bread",2024-06-25
5374,"eggs, orange, potato, sugar",2025-09-06
5375,"yogurt, bread, banana, oil",2025-05-05
5376,"rice, salt",2025-11-17
5377,"orange, chicken, cereal",2024-02-21
5378,"apple, onion, milk",2024-03-04
5379,"orange, pasta, milk, cheese",2024-01-09
5380,"potato, chicken",2024-07-26
5381,"oil, tomato, onion",2025-12-01
5382,"banana, butter, eggs, potato, rice",2025-10-28
5383,"pasta, eggs, orange, butter, onion, oil",2024-02-17
5384,"apple, onion, eggs",2024-06-14
5385,"milk, potato, beef, cheese, tomato, oil",2024-09-13
5386,"milk, cereal, chicken, beef",2024-10-23
5387,"beef, apple, butter",2025-09-01
5388,"pasta, cereal, banana, chicken",2024-07-15
5389,"cheese, bread, yogurt, sugar, apple, tomato",2025-04-02
5390,"onion, sugar, yogurt, chicken",2024-11-12
5391,"tomato, chicken",2024-03-11
5392,"rice, oil, cheese, bread",2025-06-24
5393,"oil, cereal, pasta, sugar, chicken",2024-02-27
5394,"orange, cereal, potato",2024-04-29
5395,"yogurt, beef",2025-01-24
5396,"tomato, orange",2024-12-31
5397,"potato, rice, tomato",2025-07-15
5398,"butter, chicken, rice, tomato, apple, milk",2025-09-08
5399,"bread, butter, oil",2024-12-19
5400,"potato, chicken, yogurt",2024-11-08
5401,"oil, yogurt, apple, onion, tomato, milk",2025-07-20
5402,"bread, cereal, milk, onion",2024-08-30
5403,"rice, potato, oil",2024-03-10
5404,"potato, milk, beef",2024-11-06
5405,"salt, sugar, bread, apple",2024-12-13
5406,"yogurt, chicken, banana, tomato",2025-11-10
5407,"pasta, orange",2024-05-18
5408,"sugar, tomato, beef, yogurt, cereal, butter",2025-02-05
5409,"tomato, oil",2025-07-11
5410,"beef, yogurt, orange",2025-11-17
5411,"potato, cheese, tomato, onion, milk, orange",2025-12-13
5412,"cheese, sugar, rice, oil, potato",2025-07-20
5413,"milk, apple, bread, salt",2024-02-17
5414,"onion, butter, banana, milk, cheese",2025-06-02
5415,"butter, bread, yogurt",2025-04-23
5416,"onion, potato, eggs",2024-09-24
5417,"pasta, milk, chicken, cereal, orange, butter",2025-04-19
5418,"apple, beef, butter, tomato",2025-07-08
5419,"cheese, butter, cereal, potato, bread, sugar",2024-09-08
5420,"cereal, yogurt",2025-01-30
5421,"onion, oil, pasta, chicken",2024-02-19
5422,"tomato, oil",2025-12-23
5423,"apple, eggs",2025-11-15
5424,"potato, tomato, chicken, orange",2025-03-26
5425,"orange, milk, salt, rice, tomato",2024-03-24
5426,"cheese, bread, oil, beef",2025-02-14
5427,"cereal, orange, banana",2025-07-14
5428,"onion, cereal, beef",2024-06-18
5429,"yogurt, milk, apple, oil, rice, butter",2024-10-13
5430,"banana, eggs, sugar, yogurt",2024-01-10
5431,"cereal, yogurt, apple, bread, oil, chicken",2025-07-31
5432,"chicken, sugar, orange, cereal",2025-04-03
5433,"cheese, oil, tomato, eggs, orange, rice",2024-08-11
5434,"orange, apple, banana",2024-06-06
5435,"cereal, salt, banana",2025-10-24
5436,"cereal, rice",2024-11-13
5437,"butter, bread",2024-07-17
5438,"bread, salt, eggs, chicken",2025-11-07
5439,"salt, bread, apple, oil, cereal",2024-03-21
5440,"eggs, potato, oil, onion",2025-05-03
5441,"rice, milk, sugar, cereal, onion",2025-06-21
5442,"milk, tomato",2024-04-27
5443,"salt, potato, bread",2024-07-18
5444,"onion, pasta, butter, cheese, yogurt",2024-12-17
5445,"orange, potato, tomato, rice, banana, cereal",2024-03-17
5446,"onion, butter, bread, beef, chicken, tomato",2025-08-01
5447,"potato, eggs",2024-01-03
5448,"chicken, bread, butter",2025-12-08
5449,"chicken, eggs",2025-04-28
5450,"rice, potato, oil",2024-05-10
5451,"apple, banana, sugar, onion, bread",2025-07-29
5452,"cheese, beef, apple, chicken",2024-07-02
5453,"cheese, eggs, oil, apple, rice",2025-09-08
5454,"bread, cereal",2024-06-16
5455,"beef, apple",2025-12-02
5456,"rice, sugar, chicken, oil, salt, cheese",2024-01-30
5457,"milk, eggs",2024-05-29
5458,"apple, yogurt, pasta, bread",2025-05-07
5459,"cereal, tomato, butter, potato, oil, rice",2025-08-08
5460,"pasta, oil, chicken, orange, apple",2024-01-23
5461,"apple, yogurt",2024-09-08
5462,"potato, bread, yogurt, orange, tomato",2025-12-22
5463,"apple, beef, sugar, cereal, oil, potato",2024-12-28
5464,"tomato, apple, milk, eggs, cereal",2024-12-06
5465,"banana, orange, potato, chicken, cereal, eggs",2024-07-27
5466,"chicken, banana, rice, salt, oil, butter",2025-04-19
5467,"butter, orange, cereal, onion",2025-10-20
5468,"cereal, cheese, yogurt",2025-12-27
5469,"potato, salt, banana",2024-05-31
5470,"oil, beef, chicken, sugar",2025-11-09
5471,"oil, rice, milk, beef, sugar",2024-07-06
5472,"bread, eggs, tomato",2025-04-26
5473,"oil, orange, onion, bread, yogurt, chicken",2025-09-10
5474,"banana, orange, cheese, onion, apple, milk",2024-12-06
5475,"cheese, bread, pasta, salt",2024-01-07
5476,"banana, onion, oil",2024-04-21
5477,"tomato, beef, bread, cheese",2024-05-06
5478,"salt, banana, onion, apple, orange, chicken",2024-08-04
5479,"pasta, banana, eggs",2024-12-20
5480,"eggs, oil",2025-02-07
5481,"onion, potato",2024-07-20
5482,"rice, cereal",2024-10-20
5483,"banana, oil, orange, eggs",2024-10-03
5484,"banana, beef",2025-01-20
5485,"sugar, milk",2024-01-20
5486,"salt, onion, cheese, rice, pasta, apple",2025-02-13
5487,"eggs, beef",2024-12-27
5488,"tomato, pasta, salt, onion",2025-11-23
5489,"orange, pasta, tomato, cheese, milk",2025-10-21
5490,"salt, oil, banana, eggs, butter",2024-04-10
5491,"banana, oil",2024-10-11
5492,"onion, sugar",2025-01-04
5493,"rice, salt, apple, oil, milk",2024-12-13
5494,"rice, oil",2025-03-28
5495,"eggs, chicken, yogurt, apple",2024-11-08
5496,"pasta, eggs, rice",2024-08-12
5497,"potato, oil, cheese",2024-08-13
5498,"yogurt, salt, orange",2024-08-30
5499,"sugar, potato, cheese, apple, banana, eggs",2024-10-04
5500,"orange, salt, cheese, potato, eggs, beef",2025-06-06
5501,"beef, pasta, butter",2025-06-03
5502,"beef, eggs, milk, potato, cereal",2024-11-11
5503,"salt, banana",2024-07-13
5504,"oil, sugar, beef, tomato, cereal",2025-01-16
5505,"tomato, orange",2025-04-10
5506,"onion, yogurt, tomato, bread, banana, beef",2024-01-09
5507,"bread, eggs, chicken, cheese",2025-04-03
5508,"butter, orange, salt, potato, oil",2024-10-10
5509,"orange, apple",2025-05-10
5510,"chicken, bread, oil, tomato, salt",2024-04-13
5511,"salt, bread, chicken, butter, onion, oil",2025-08-29
5512,"onion, sugar, milk, salt, butter, cheese",2025-08-15
5513,"tomato, orange, beef, pasta, apple",2024-03-27
5514,"apple, rice, cheese, onion, pasta",2024-02-27
5515,"banana, pasta, cheese, oil, onion, salt",2025-12-02
5516,"potato, chicken",2025-05-25
5517,"tomato, beef, potato",2024-06-18
5518,"cereal, beef, yogurt, oil, milk, apple",2024-04-26
5519,"cereal, tomato, chicken, potato",2024-06-02
5520,"tomato, sugar, potato, beef, salt",2024-05-23
5521,"tomato, onion, apple",2025-10-20
5522,"salt, beef, banana, yogurt, apple",2024-11-17
5523,"chicken, bread, salt",2025-08-20
5524,"potato, salt, yogurt",2025-05-04
5525,"tomato, chicken",2024-04-14
5526,"milk, sugar",2025-09-21
5527,"eggs, tomato, salt, butter, cereal",2024-05-30
5528,"tomato, cheese, pasta, salt",2025-07-16
5529,"yogurt, orange",2024-02-07
5530,"cereal, salt, pasta, sugar, rice, banana",2025-12-21
5531,"cheese, eggs, rice, yogurt",2025-10-21
5532,"potato, salt, milk",2025-08-20
5533,"onion, apple, beef, butter, cheese",2025-09-02
5534,"salt, cereal, banana, pasta, potato, tomato",2024-08-21
5535,"eggs, cheese, butter, tomato, banana",2024-07-01
5536,"chicken, orange",2025-08-24
5537,"yogurt, milk, rice",2024-05-19
5538,"potato, cereal",2024-08-24
5539,"milk, tomato, onion, butter, chicken",2025-11-29
5540,"salt, eggs, tomato, chicken",2024-01-14
5541,"chicken, milk, beef, yogurt",2025-01-14
5542,"banana, yogurt",2025-06-04
5543,"tomato, sugar, cheese, cereal, potato, milk",2025-03-10
5544,"oil, onion, yogurt",2025-08-28
5545,"potato, tomato",2025-07-13
5546,"apple, yogurt, potato, bread, onion, beef",2025-07-22
5547,"cheese, pasta, cereal, butter, tomato, eggs",2024-05-19
5548,"apple, rice, salt, pasta",2025-03-11
5549,"eggs, pasta",2024-08-13
5550,"bread, butter, yogurt, chicken, oil, banana",2025-03-27
5551,"tomato, eggs",2024-02-24
5552,"oil, chicken, pasta, onion, rice",2025-09-27
5553,"sugar, pasta",2025-06-22
5554,"tomato, eggs, rice, pasta",2025-03-23
5555,"oil, eggs, potato",2025-08-19
5556,"butter, apple",2024-09-08
5557,"tomato, pasta, potato, milk, oil",2025-06-16
5558,"banana, chicken, milk",2025-07-23
5559,"eggs, cheese, oil",2025-10-16
5560,"yogurt, milk",2024-02-22
5561,"rice, butter, bread, potato, sugar",2025-04-17
5562,"yogurt, eggs, bread, pasta",2024-02-06
5563,"oil, yogurt, orange, eggs, onion, bread",2025-11-30
5564,"potato, salt, beef, sugar, apple",2025-09-05
5565,"yogurt, orange, butter",2025-10-23
5566,"bread, beef",2025-04-29
5567,"tomato, milk, rice, onion, apple",2024-05-11
5568,"tomato, orange, chicken, sugar",2024-05-07
5569,"potato, oil, apple, chicken, butter, orange",2025-09-07
5570,"onion, eggs, cheese",2024-03-03
5571,"oil, salt, rice, sugar, yogurt",2024-04-01
5572,"pasta, sugar, potato",2024-09-10
5573,"bread, beef, chicken, oil, cereal, rice",2024-09-24
5574,"apple, cereal, cheese, rice, salt, beef",2024-10-31
5575,"apple, orange, potato",2024-02-12
5576,"milk, rice, potato, sugar, oil, eggs",2024-01-17
5577,"yogurt, cheese, salt, apple, beef, oil",2025-08-18
5578,"cheese, apple",2025-04-11
5579,"butter, cereal, milk",2025-09-02
5580,"oil, potato, sugar, orange",2025-07-17
5581,"eggs, banana, milk, bread, oil",2024-10-13
5582,"orange, rice, beef, potato",2025-07-10
5583,"tomato, milk, rice, potato, beef, pasta",2024-09-25
5584,"rice, pasta, cereal",2025-06-20
5585,"onion, cereal",2024-05-14
5586,"eggs, sugar, cereal, chicken, milk",2025-09-01
5587,"orange, cheese, beef, apple, pasta, tomato",2024-07-05
5588,"salt, bread, onion, chicken",2024-03-23
5589,"tomato, oil, beef, rice, yogurt",2024-04-30
5590,"butter, apple, milk, onion, chicken",2024-01-06
5591,"yogurt, orange, onion, eggs, pasta",2025-03-25
5592,"chicken, milk, salt, orange",2025-06-21
5593,"banana, bread, rice, pasta, oil",2024-06-16
5594,"milk, onion, tomato",2025-01-16
5595,"tomato, butter",2024-06-03
5596,"chicken, yogurt",2025-10-02
5597,"sugar, beef, apple, butter, pasta",2024-12-25
5598,"orange, oil, banana",2024-05-02
5599,"cheese, bread, apple, milk, onion, banana",2024-12-22
5600,"salt, butter, cheese, sugar, eggs, bread",2024-12-14
5601,"apple, onion, oil, cheese",2024-01-01
5602,"rice, pasta, banana, yogurt",2024-02-01
5603,"salt, yogurt, apple, orange, rice, pasta",2025-03-31
5604,"yogurt, butter, eggs, apple",2024-06-27
5605,"butter, milk, potato",2024-01-15
5606,"salt, banana, apple",2024-02-16
5607,"eggs, banana, cheese",2024-07-01
5608,"potato, onion, eggs, chicken, oil, yogurt",2024-12-01
5609,"cheese, potato",2025-07-25
5610,"rice, cereal, sugar, pasta",2024-09-17
5611,"rice, milk, orange, chicken",2024-07-28
5612,"cheese, orange, banana, potato, chicken, sugar",2025-01-14
5613,"bread, milk, onion, salt, beef, cheese",2024-10-25
5614,"orange, beef, banana, potato, tomato, chicken",2024-11-10
5615,"orange, rice, apple",2025-05-29
5616,"milk, banana, cereal, orange",2024-08-25
5617,"butter, oil",2024-05-03
5618,"salt, orange, apple, eggs",2025-04-13
5619,"potato, salt, eggs, bread, chicken, oil",2024-03-17
5620,"chicken, cheese, onion, rice, apple, orange",2024-07-22
5621,"cheese, banana, eggs, apple",2024-08-18
5622,"tomato, bread, potato, beef",2024-10-11
5623,"chicken, butter, potato, pasta, rice, milk",2024-02-05
5624,"beef, cheese, sugar",2024-09-09
5625,"rice, orange, eggs, chicken",2025-05-18
5626,"oil, butter, cheese, milk, orange",2025-06-24
5627,"oil, pasta, cheese, potato",2024-05-07
5628,"salt, onion, chicken, beef",2025-02-21
5629,"orange, rice, cheese, salt, oil",2025-10-08
5630,"salt, onion, pasta, milk, yogurt",2024-04-02
5631,"sugar, chicken, milk",2026-01-01
5632,"oil, beef, salt, orange, tomato",2025-07-20
5633,"apple, yogurt, onion, bread, chicken",2024-11-16
5634,"beef, milk, potato, yogurt, oil",2024-11-25
5635,"onion, chicken, eggs, bread, pasta",2024-06-08
5636,"rice, chicken, beef, cheese, pasta",2024-10-12
5637,"chicken, butter, cheese, milk",2024-12-23
5638,"cheese, potato, milk, eggs, bread",2025-02-02
5639,"pasta, yogurt, onion, cheese, beef",2025-11-29
5640,"onion, milk, apple, cheese, oil, butter",2025-06-16
5641,"cereal, apple, oil",2024-01-06
5642,"banana, sugar, onion, potato, orange",2025-08-19
5643,"oil, orange, chicken, cereal, milk, beef",2025-11-25
5644,"pasta, beef, tomato",2025-09-30
5645,"salt, banana, cheese, milk, rice, oil",2025-07-09
5646,"apple, butter",2025-03-03
5647,"cereal, oil, banana",2024-06-04
5648,"beef, butter",2025-01-10
5649,"salt, tomato, pasta, banana, rice",2024-01-21
5650,"orange, oil, milk, bread, sugar",2024-06-30
5651,"beef, cheese",2025-02-16
5652,"bread, onion, beef, pasta",2024-05-11
5653,"cheese, cereal, eggs, apple, potato",2025-08-20
5654,"rice, salt",2025-02-24
5655,"onion, milk, potato, cereal",2025-01-06
5656,"cheese, butter, milk, chicken, orange",2024-04-18
5657,"apple, beef, cereal, eggs, banana",2024-11-16
5658,"orange, cheese, oil, salt, chicken, tomato",2025-09-28
5659,"salt, onion, beef",2024-03-14
5660,"salt, onion, apple, beef, rice",2024-07-01
5661,"oil, salt, pasta",2024-10-05
5662,"cereal, beef",2025-01-03
5663,"potato, yogurt, eggs",2024-11-04
5664,"apple, cheese, oil, bread, chicken",2025-02-16
5665,"eggs, rice, cheese, tomato",2025-03-26
5666,"tomato, butter, chicken, milk, potato, yogurt",2024-10-06
5667,"chicken, yogurt, potato, banana, butter, eggs",2024-06-12
5668,"yogurt, beef, butter, sugar",2025-02-04
5669,"apple, orange, chicken, yogurt",2024-07-29
5670,"orange, rice",2024-07-10
5671,"banana, tomato, potato",2025-01-27
5672,"salt, bread, milk, tomato",2025-06-18
5673,"oil, cheese",2024-08-01
5674,"yogurt, tomato, chicken",2024-09-21
5675,"onion, sugar, oil, cheese, apple",2024-10-16
5676,"oil, butter, cereal",2025-10-16
5677,"butter, apple, orange, onion, beef, bread",2025-02-20
5678,"orange, chicken, oil, apple, pasta, cereal",2025-06-17
5679,"sugar, apple, butter",2024-06-10
5680,"eggs, orange",2025-06-28
5681,"beef, tomato, potato, sugar, milk",2024-01-18
5682,"orange, tomato, eggs",2024-11-26
5683,"bread, rice, cereal, potato",2025-05-19
5684,"apple, onion, butter, eggs, oil",2024-09-25
5685,"apple, eggs, cereal, pasta, oil",2024-02-29
5686,"onion, banana, orange",2024-09-21
5687,"eggs, yogurt, cereal",2024-05-16
5688,"pasta, eggs",2025-06-26
5689,"potato, oil",2024-10-05
5690,"potato, apple, cheese, orange, onion",2024-07-27
5691,"butter, oil, salt, onion",2024-09-24
5692,"orange, eggs, salt, butter",2025-11-17
5693,"onion, apple, butter, chicken, tomato, milk",2025-05-15
5694,"yogurt, rice",2025-12-22
5695,"cheese, tomato, milk, banana",2024-09-29
5696,"salt, potato, yogurt, sugar, bread",2024-02-04
5697,"milk, eggs",2025-05-26
5698,"butter, cereal, salt, sugar",2025-09-27
5699,"banana, butter, sugar, onion, cereal",2025-04-23
5700,"salt, milk, apple, pasta",2025-05-25
5701,"potato, beef, yogurt",2025-02-17
5702,"cereal, milk",2024-08-04
5703,"cereal, butter, rice, pasta",2025-08-28
5704,"chicken, milk, cheese",2024-09-29
5705,"eggs, bread, potato, onion",2024-09-06
5706,"onion, bread",2024-09-23
5707,"potato, cheese, orange, onion, yogurt, oil",2024-11-29
5708,"rice, apple",2024-02-18
5709,"apple, butter, salt, yogurt, tomato, pasta",2024-07-07
5710,"pasta, banana, eggs, oil",2024-10-08
5711,"potato, rice, chicken, beef, onion, banana",2025-02-02
5712,"milk, rice",2025-05-10
5713,"apple, tomato, beef, pasta, rice",2024-01-20
5714,"rice, oil, bread, beef",2024-11-15
5715,"cereal, pasta, onion, eggs, rice, banana",2025-02-05
5716,"tomato, orange",2025-08-02
5717,"sugar, oil, tomato",2024-04-22
5718,"yogurt, pasta, orange",2024-07-24
5719,"orange, cereal, bread, tomato, butter, salt",2025-07-02
5720,"butter, rice, orange",2025-02-08
5721,"rice, salt, milk",2025-06-12
5722,"salt, yogurt, butter, rice",2025-02-05
5723,"apple, potato",2024-06-02
5724,"apple, tomato",2024-09-25
5725,"banana, pasta, salt, orange, cereal",2025-01-02
5726,"pasta, onion, tomato, banana, butter",2024-09-23
5727,"bread, potato",2025-11-20
5728,"pasta, potato, apple",2025-05-30
5729,"banana, eggs, onion, rice, milk, potato",2024-12-14
5730,"orange, eggs, bread, potato",2025-02-07
5731,"orange, yogurt",2025-04-01
5732,"oil, salt, rice, beef, cheese",2024-06-19
5733,"butter, pasta",2024-03-27
5734,"eggs, potato",2024-01-19
5735,"orange, eggs, oil, cheese",2025-01-07
5736,"eggs, butter, yogurt, oil, milk, cheese",2025-12-30
5737,"banana, orange, beef, onion",2025-11-09
5738,"cheese, milk, orange",2026-01-01
5739,"potato, cereal, oil, apple, butter, beef",2025-01-21
5740,"bread, rice",2024-01-25
5741,"bread, salt",2025-01-18
5742,"yogurt, chicken, apple, potato, oil",2024-12-04
5743,"chicken, rice, onion, oil",2025-12-03
5744,"cereal, banana, tomato, oil, eggs, pasta",2024-10-19
5745,"cereal, potato, onion, salt, oil",2024-06-02
5746,"orange, milk, oil, yogurt, tomato",2025-01-31
5747,"chicken, pasta, oil, bread, milk, salt",2025-09-11
5748,"rice, tomato",2025-07-02
5749,"oil, sugar, eggs, butter, bread",2024-03-15
5750,"rice, tomato",2025-06-10
5751,"apple, cheese, orange",2024-05-04
5752,"pasta, oil, banana",2025-12-12
5753,"cheese, tomato, butter, sugar, eggs",2025-12-04
5754,"cheese, onion, tomato, salt",2024-05-27
5755,"cheese, potato, apple, beef, onion",2025-11-22
5756,"orange, rice, beef, pasta, salt, sugar",2024-08-07
5757,"cereal, eggs, tomato",2025-10-01
5758,"yogurt, orange, rice, butter",2025-10-11
5759,"sugar, rice, chicken, bread, potato, eggs",2025-11-18
5760,"banana, onion, bread, cereal, tomato",2024-11-14
5761,"pasta, bread, tomato",2024-10-22
5762,"cereal, butter, orange, cheese, onion",2024-07-30
5763,"potato, eggs",2024-10-20
5764,"milk, bread",2025-10-12
5765,"chicken, sugar, yogurt, cheese, bread",2025-08-08
5766,"bread, apple, onion, sugar",2024-08-12
5767,"salt, chicken",2025-12-14
5768,"chicken, orange, banana, pasta, tomato",2025-07-11
5769,"pasta, tomato, potato, oil",2025-07-03
5770,"butter, chicken, cheese, sugar, eggs, cereal",2025-05-28
5771,"salt, butter, cheese, potato",2024-08-09
5772,"orange, potato, oil, pasta",2024-10-02
5773,"eggs, rice, cheese, sugar, milk",2025-06-23
5774,"cheese, chicken, rice, eggs, beef, apple",2025-10-13
5775,"bread, butter, sugar, yogurt, cheese, eggs",2024-08-12
5776,"onion, salt",2024-02-09
5777,"banana, oil, sugar",2024-06-08
5778,"beef, salt",2025-10-02
5779,"milk, yogurt, oil, apple, beef, bread",2025-09-12
5780,"onion, potato",2024-11-05
5781,"potato, milk, orange, tomato, bread, cheese",2024-09-18
5782,"pasta, salt, cheese, bread",2025-09-24
5783,"salt, butter, eggs, apple",2025-03-13
5784,"apple, banana",2024-12-14
5785,"cheese, yogurt",2024-10-13
5786,"chicken, sugar, potato, cereal",2024-08-22
5787,"eggs, banana, cereal, tomato, sugar",2024-01-29
5788,"eggs, apple, onion, banana",2025-04-10
5789,"rice, pasta, eggs, salt, chicken, sugar",2025-04-15
5790,"sugar, salt, rice, cheese, yogurt",2025-06-06
5791,"butter, chicken, yogurt",2024-01-27
5792,"rice, cheese",2025-09-26
5793,"beef, bread, yogurt",2024-12-08
5794,"milk, apple, pasta",2025-12-28
5795,"orange, cheese, onion, tomato",2025-12-06
5796,"tomato, cereal, apple, butter",2024-04-01
5797,"salt, oil, rice",2024-01-15
5798,"potato, banana, tomato",2024-06-24
5799,"pasta, orange, banana",2025-07-03
5800,"rice, cheese",2025-07-08
5801,"salt, rice, tomato, potato, oil",2024-06-06
5802,"potato, sugar",2025-08-22
5803,"salt, oil, eggs, chicken, orange, bread",2024-10-10
5804,"cereal, potato, tomato, banana, sugar",2025-01-18
5805,"tomato, beef, rice, bread, onion, butter",2025-09-12
5806,"milk, butter, oil, chicken, yogurt, bread",2025-03-20
5807,"yogurt, chicken, tomato",2025-04-29
5808,"salt, chicken, pasta",2025-10-14
5809,"rice, tomato, milk, sugar, potato",2025-11-26
5810,"bread, apple, butter, chicken",2024-06-17
5811,"potato, yogurt, apple, banana, rice, orange",2025-02-01
5812,"eggs, bread, yogurt, chicken",2025-07-01
5813,"eggs, banana, yogurt, potato, cheese",2025-05-13
5814,"rice, cheese",2024-03-20
5815,"sugar, pasta, onion, potato",2025-09-18
5816,"butter, cheese, orange, oil, sugar",2024-09-07
5817,"sugar, onion, cereal",2024-08-30
5818,"yogurt, oil, banana, butter, onion",2024-07-24
5819,"chicken, oil, cereal, potato, sugar",2024-06-18
5820,"yogurt, tomato, orange",2024-02-22
5821,"rice, butter, eggs, beef, onion, chicken",2025-05-19
5822,"rice, oil",2024-11-23
5823,"bread, banana, chicken",2025-06-11
5824,"milk, beef, potato, salt, cereal, bread",2025-03-02
5825,"chicken, rice, milk, butter",2025-09-26
5826,"salt, banana, eggs, yogurt",2024-11-29
5827,"pasta, rice",2024-10-15
5828,"apple, eggs, onion, potato",2024-06-24
5829,"orange, butter, onion",2024-01-26
5830,"salt, butter",2024-08-02
5831,"potato, eggs, cereal, pasta, milk",2025-08-25
5832,"banana, onion",2024-03-06
5833,"rice, apple",2025-11-13
5834,"sugar, butter, orange, apple, bread",2025-11-27
5835,"tomato, pasta, yogurt, orange",2025-02-23
5836,"cheese, chicken, butter, bread, onion, salt",2024-08-18
5837,"eggs, rice, milk",2025-05-13
5838,"butter, milk, tomato, cheese",2024-10-21
5839,"cereal, yogurt, pasta",2025-06-06
5840,"beef, rice, potato, butter, salt, eggs",2025-09-05
5841,"orange, eggs, apple",2025-05-08
5842,"chicken, milk, butter, beef, cereal",2025-11-13
5843,"chicken, rice, cereal, apple, milk",2025-12-30
5844,"onion, sugar, cheese",2025-07-22
5845,"butter, cheese, yogurt",2025-08-14
5846,"potato, oil, milk, butter",2024-05-31
5847,"tomato, pasta, rice, bread, yogurt",2025-09-10
5848,"eggs, beef, cheese, banana",2025-01-29
5849,"orange, sugar",2024-01-26
5850,"potato, banana",2025-11-27
5851,"apple, banana",2025-05-22
5852,"sugar, pasta",2024-04-15
5853,"cheese, eggs, pasta, oil, orange",2024-08-18
5854,"milk, onion, salt, apple, potato",2025-10-31
5855,"bread, oil, cheese, sugar, chicken, beef",2024-11-15
5856,"apple, tomato, eggs, cheese",2025-07-20
5857,"tomato, rice, potato",2025-12-28
5858,"banana, apple, chicken, yogurt, beef, salt",2025-12-06
5859,"onion, eggs, salt",2025-08-14
5860,"pasta, yogurt",2025-03-14
5861,"chicken, oil, bread",2025-04-04
5862,"bread, pasta, onion, milk, orange",2025-03-18
5863,"eggs, pasta",2024-07-11
5864,"orange, oil",2025-04-18
5865,"salt, onion, yogurt, banana, cereal",2025-05-09
5866,"cheese, butter, oil, beef, potato",2024-04-12
5867,"salt, chicken, bread",2025-12-20
5868,"orange, cheese, cereal, bread",2025-09-27
